image_id,image_path,plant,image_label,source_dataset,source_archive,image_hash,split
-5805312977254071030_121-15_14_9,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071030_121-15_14_9.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,0ef61aaf360b4829253d45d08d52a1e1f8029e25d03a2b70bd225575b2ac703e,unassigned
-5805312977254071031_121-15_14_15,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071031_121-15_14_15.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,1d6fb9adcc67572fc76bf3e89c3bd5c13a1060f670128f595bd5c249fe31c3dd,unassigned
-5805312977254071032_121-15_14_52,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071032_121-15_14_52.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,f9501ed2fce01f759ee95cc318bb24c71d122d33c25d7fd35c5e73eb007810e9,unassigned
-5805312977254071033_121-15_14_57,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071033_121-15_14_57.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,646109bb0c2a6117999b23716c3b9d9900b88a196851cdb0424c5d867fd0957d,unassigned
-5805312977254071035_121-15_15_3,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071035_121-15_15_3.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,fa64145b2ba49dacdbca8dfc13b7f36aa14184d358e9b7408723a3e7a32dcfd5,unassigned
-5805312977254071036_121-15_15_14,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071036_121-15_15_14.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,67db44100c0305d52dc1174e706a9de7544c328c56bcdfd016770f3dd9b56581,unassigned
-5805312977254071038_121-15_15_34,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071038_121-15_15_34.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,fe68df8a025575dca81cdd82d029d142e99dbff910473e578cbfbd500100d316,unassigned
-5805312977254071039_121-15_15_40,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071039_121-15_15_40.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,b73d717d241d4a86d7b35d853fb1c58de094ac74f4480a3bdce6b93658b298e8,unassigned
-5805312977254071040_121-15_15_45,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071040_121-15_15_45.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,b20b72b68927a3cc6743c6a7a57f80aec5f2c80f2a584171a435adc49548eb92,unassigned
-5805312977254071041_121-15_15_53,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071041_121-15_15_53.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,82905d57caac91c8bf3cfb289fb7d3525c34af9aa657d71b6f57f9f52662cdde,unassigned
-5805312977254071042_121-15_16_13,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071042_121-15_16_13.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,685d6dca586598f74636c864d72d7ef23a9d4632b8113d17a10544185b473406,unassigned
-5805312977254071043_121-15_16_55,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071043_121-15_16_55.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,92dc5590a616cc672a2f4ee1944f7c87c00fd093e737fdb4fc5e38a8fee886c8,unassigned
-5805312977254071044_121-15_17_0,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071044_121-15_17_0.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,4148cacaa7b3733fbfa1f6bc36130ac4a40a973ef57719ad94b8f98c74b28628,unassigned
-5805312977254071045_121-15_17_5,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071045_121-15_17_5.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,eea50e67cc7cd4baa37edb4429613995cd59fcdb946173a21ada2533815cc730,unassigned
-5805312977254071047_121-15_17_13,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071047_121-15_17_13.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,80b50ead1fe5b8a8bf1586fb2ff327991d8a7afa2c69189e4de162b8141e5315,unassigned
-5805312977254071048_121-15_17_22,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071048_121-15_17_22.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,3077173220c5735bc6514b9efa7fc5b683f50ecad31095f43971f919974fe974,unassigned
-5805312977254071049_121-15_17_31,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071049_121-15_17_31.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,feb7bb59f999ae4730b2f6552de903290ea27b4b78dd59f21f52953d98e8b1b1,unassigned
-5805312977254071051_121-15_17_46,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071051_121-15_17_46.jpg,cocoa,mixed,KaraAgroAI Cocoa Dataset,healthy_05.rar,fbd24f530dca3a3e327cbf35b50e7e955b5a82598e9afa8c185070a4ade87dab,unassigned
-5805312977254071052_121-15_17_52,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071052_121-15_17_52.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,5f43b314165587369852b22a357835a9dea704b446760394a2f4d29b8c8bac94,unassigned
-5805312977254071053_121-15_20_39,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071053_121-15_20_39.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,aa28df09e8cb0c2cdb5bd7d854e6efd26ba7308d76b50a24a7d99bcb61398cfb,unassigned
-5805312977254071054_121-15_21_5,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071054_121-15_21_5.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,ae67b17da02f8a3a9ed473dae59f2e0146c85e01e62a4cd7e9fe94f12b1886ed,unassigned
-5805312977254071055_121-15_21_10,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071055_121-15_21_10.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,0a7d5f83742d55b8fc99e22a8c380a5caa274929bd63b960f3d6507a798100e1,unassigned
-5805312977254071056_121-15_21_15,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071056_121-15_21_15.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,77121cebfbe0f9cda655e707d5e7f0f6596f44ace21dd094cf043b3c1ccc2f1a,unassigned
-5805312977254071060_121-15_21_34,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071060_121-15_21_34.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,ff1325712ea5b08eae9bab6fb70af788752117c5e677910f9cbbb6b350065fe1,unassigned
-5805312977254071061_121-15_21_39,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071061_121-15_21_39.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,b77d0f9ee8a71e6d36efb74781376ab07ce160abf0754888024c3da855ef0c51,unassigned
-5805312977254071062_121-15_21_45,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071062_121-15_21_45.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,85427f26a2fa5bc4cae5bc7eaf987bce11ef15626d4f6c5a9fe52f99cbd515aa,unassigned
-5805312977254071063_121-15_22_36,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071063_121-15_22_36.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,0e8bd38c5d97024af0ebb816297cf12a7e84c1d650c60b5e07654c4880721aba,unassigned
-5805312977254071064_121-15_22_43,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071064_121-15_22_43.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,8f4a54bfbef181f7b934152ee362edec03a5aba454ca819194950bd84a5e2851,unassigned
-5805312977254071065_121-15_22_48,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071065_121-15_22_48.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,e9f0b7151cc0fbc2230b102f6e739d197bdf536d5d428d7dad2d6043b916e1e4,unassigned
-5805312977254071066_121-15_22_52,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071066_121-15_22_52.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,56bc43cd22e4f83b3e32477eafa7d96e7ebd8e67f6c22fa1f4f2c8fccd68ee66,unassigned
-5805312977254071067_121-15_22_58,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071067_121-15_22_58.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,b8e1034493d9d13f7dfa41274351ac7fe99c544ecf5b569bd0cd84850fcd7b21,unassigned
-5805312977254071068_121-15_23_4,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071068_121-15_23_4.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,14b2d3d85dadb94991c0ad8047f122b78be194e981b2f22552ab4ec84e47e5c7,unassigned
-5805312977254071071_121-15_23_24,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071071_121-15_23_24.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,1524d942d44852e1e8a6104ca9300391a9ccd64ba5a43ba64765a426bdada3ad,unassigned
-5805312977254071072_121-15_23_31,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071072_121-15_23_31.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,7acd81e511af761940259bc43e71515e698f58c19334e1f4dc34549e5fef1932,unassigned
-5805312977254071073_121-15_24_8,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071073_121-15_24_8.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,519f641d388156dcd247d936aa88d4a89e7d28cbbc20cf080c0c62251ffa2b92,unassigned
-5805312977254071074_121-15_24_14,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071074_121-15_24_14.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,adc697fbcbd62f5c78cb74feb37ba4489529a5a98e134e450cbca6ce81ba94a6,unassigned
-5805312977254071077_121-15_24_30,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071077_121-15_24_30.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,34ce8b2d8bd08dc5f4fafd43790c4840101135e920bfa020d5ca73cfbe8e798f,unassigned
-5805312977254071078_121-15_24_36,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071078_121-15_24_36.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,55775659f96d3c42277fbe8d66ddc80d6785a0c0df82a526f1c5033a564fda2c,unassigned
-5805312977254071079_121-15_24_42,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071079_121-15_24_42.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,398395f2d5de3113754b60a256acb59d4aa998926d7588a31dd736f11347c658,unassigned
-5805312977254071080_121-15_24_57,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071080_121-15_24_57.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,eba4f3590fba157b3723e3194ee4285d478103e07c59964950ce0c7c8b3d99a6,unassigned
-5805312977254071081_121-15_25_3,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071081_121-15_25_3.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,70a303553dae557f1a72c223793c8913838d09ef00844c64828f2f45a9655d2e,unassigned
-5805312977254071082_121-15_25_9,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071082_121-15_25_9.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,758442840f2cde2374cdd26bdc2f27a6f638e46f100ef69e50a2285c45f4bc92,unassigned
-5805312977254071083_121-15_26_15,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071083_121-15_26_15.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,291406b13e39b21f59ead9faa3796295a9288f85dd3f03ee683777080a3700dd,unassigned
-5805312977254071086_121-15_26_20,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071086_121-15_26_20.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,1938b2c854b020d2f322814bc0212c166472f301addd3d99d756c8fe4923f660,unassigned
-5805312977254071090_121-15_26_24,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071090_121-15_26_24.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,7d68994dac760382281c069fcccf5a2cad4d07b76be875f334a010a6af3ba713,unassigned
-5805312977254071094_121-15_26_29,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071094_121-15_26_29.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,75976ae2f5e06c0f15508dc2df9a90f749602f205c6d45eb26aacde951a4b9fd,unassigned
-5805312977254071097_121-15_26_35,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071097_121-15_26_35.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,bf2f23378899782352b540b5c8c193d0cf66edf7571758679be6480ff41d9ffa,unassigned
-5805312977254071101_121-15_26_45,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071101_121-15_26_45.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,765fc99cd6eb62648dc4b848290ed19ed6c7560a568d83e90049c2af8d9b3347,unassigned
-5805312977254071104_121-15_26_53,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071104_121-15_26_53.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,8204afb9580c09fb835de6e3734c2ccb4638eb47d0290e87eb2e524ff2eb9c6c,unassigned
-5805312977254071105_121-15_27_0,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071105_121-15_27_0.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,9e52e312b4f922bee2212e689fcc0abe6a3f32052ff48ad299b682b8f2fda148,unassigned
-5805312977254071106_121-15_27_6,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071106_121-15_27_6.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,230c9fda328d0d8ecfdc3ecfc8f26dfbc997965117add652e859639bea1a2282,unassigned
-5805312977254071107_121-15_27_14,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071107_121-15_27_14.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,ec0e3045adf85cf9494f650f19aa6eeb4e876f11525c7ad3ef82d9d09429a995,unassigned
-5805312977254071108_121-15_27_48,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071108_121-15_27_48.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,10da80dd5066f0bba88cdd60f9ee6cb9065cfa86085da16939f544c280433f4f,unassigned
-5805312977254071109_121-15_27_54,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071109_121-15_27_54.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,8ad36058579713635a28f1560a3e0cba03d8c98a83277729a8f360872ebed4f3,unassigned
-5805312977254071110_121-15_30_50,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071110_121-15_30_50.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,4047a57742c6fa1239fce3836b68da90e557ca445f5641ccab5dd4faba51f863,unassigned
-5805312977254071111_121-15_30_59,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071111_121-15_30_59.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,6e2052bd660a41ad0757a15781d828ca274cafebcf5120c4654d72b07e95034f,unassigned
-5805312977254071112_121-15_31_3,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071112_121-15_31_3.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,b05c8acec3ec4e152c73338d29352eb248433ef21652e3908e8df2f967af6c74,unassigned
-5805312977254071114_121-15_31_16,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071114_121-15_31_16.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,b93ddbe986802e48ae09515e5a8f4645cc03f51de12252d7177c53c9c556cc26,unassigned
-5805312977254071115_121-15_31_25,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071115_121-15_31_25.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,edb90e225b26b330168d24b4a681868e47cef8f22d64dea67eccf217947d6ac7,unassigned
-5805312977254071118_121-15_32_36,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071118_121-15_32_36.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,048e68104ed5fcf8c1bc5501678e94d2bc20519fb289a21196d14979af9ee618,unassigned
-5805312977254071119_121-15_32_41,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071119_121-15_32_41.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,07d0516d9876e022f42fe96518c476acd072308b6131c73e69661d77009a2844,unassigned
-5805312977254071121_121-15_32_55,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071121_121-15_32_55.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,ffb87c7a579cc65998c243cdd0ff3b74e6df2e6f2d652137a600b9b5cb370db6,unassigned
-5805312977254071122_121-15_33_5,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071122_121-15_33_5.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,c445344daedb95c9337abeb94744dc74f493024987fce4d7f0e87cf2fb59852f,unassigned
-5805312977254071123_121-15_33_14,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071123_121-15_33_14.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,45cd0bc8b97c26e68efd5268e818116e69eda817eeb75e11b1286d1bcd74187b,unassigned
-5805312977254071124_121-15_33_23,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071124_121-15_33_23.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,92be87588bce3b8fc3037032138544958c110ecf95d104f8d172dfaafe712be3,unassigned
-5805312977254071126_121-15_33_36,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071126_121-15_33_36.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,ee7c86f0a1ec6dfb30b85f66126efe17f4e80bd47ebae40c021dcf7d85f3a31a,unassigned
-5805312977254071127_121-15_33_42,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071127_121-15_33_42.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,3f3825202007f0ac338e144b080781d0e9dd59e86d88212773edead019844fa6,unassigned
-5805312977254071129_121-15_34_59,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071129_121-15_34_59.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,935642b1523d85a461deab083073e295b74b52428cf2f763733f971f93a8cd93,unassigned
-5805312977254071130_121-15_35_11,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071130_121-15_35_11.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,6a18a48d87724d26844e25f4883d2c29a8893f8bfc86644ceaf0db7ba81b80ef,unassigned
-5805312977254071131_121-15_35_43,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071131_121-15_35_43.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,5952a115bd57c9324b56d9f4960898c2f086609105862ba4c8efe87a659f7ad0,unassigned
-5805312977254071132_121-15_35_48,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071132_121-15_35_48.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,136f062aa118aed59d7e1b0735753dec12884fda52855d2d2d5aaf269f3de155,unassigned
-5805312977254071133_121-15_35_53,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071133_121-15_35_53.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,292ee16e0099505874bb780bbc9c9a8c55cc726efdfb8fb7c8f709b4fdd398c2,unassigned
-5805312977254071134_121-15_35_59,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071134_121-15_35_59.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,3c4a71c9545a8565c032f200b576d727052a5aaa79e29291edd2024ad74b1795,unassigned
-5805312977254071135_121-15_36_5,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071135_121-15_36_5.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,89695d9b92d1e2b81b8c574af0703813315df74fab2047165f62712a7cee7071,unassigned
-5805312977254071136_121-15_36_11,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071136_121-15_36_11.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,845b6ca151635f36fdf4114aa494af06fd6a09e4a3508a4961e76abd638cf3e5,unassigned
-5805312977254071144_121-15_37_48,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071144_121-15_37_48.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,87cd8a60b0d9404660bcdabe97149c75392fac85ea70775795d70cd6acf086e3,unassigned
-5805312977254071145_121-15_37_54,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071145_121-15_37_54.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,69003d9907053626e38a96420e9acb08507ff48eddec43584ce1a5fac7e8bea3,unassigned
-5805312977254071146_121-15_38_0,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071146_121-15_38_0.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,7392ead6547898c9977bca30b785905286881d171e53b305a209d0a505aeb85b,unassigned
-5805312977254071147_121-15_38_5,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071147_121-15_38_5.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,5af70c5c8ad172b7577cee06e70e217f40afeb554d7be4d9285a8d1ea7d5ff66,unassigned
-5805312977254071148_121-15_39_43,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071148_121-15_39_43.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,f28c5066b418f8ed46dabbd687b9e04dbdaddd479bdcf4d48249ad5951ddcacc,unassigned
-5805312977254071149_121-15_39_47,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071149_121-15_39_47.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,b9b6d853eb9c206a54fe0cf998a623225425168b70fd6b52578db1ecc0556326,unassigned
-5805312977254071150_121-15_39_51,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071150_121-15_39_51.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,cbfab1c28948a6453e1790bd24a03186d507d751bb1341976ae8502b50ce5390,unassigned
-5805312977254071151_121-15_39_56,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071151_121-15_39_56.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,e49a9b8e4f66e42b529ae69cb6707ac792bb8d60631af50f84aa0773f403bec9,unassigned
-5805312977254071152_121-15_40_0,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071152_121-15_40_0.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,940ca7c0323860471e4a66e9b84ab32fc3c1fa8489c717354a16f8ca6cdceca8,unassigned
-5805312977254071153_121-15_40_4,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071153_121-15_40_4.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,ba245037886b2f96a3ae3981b90f2ffe1c98bfe1ad6f908eb6d864428cdcf5e8,unassigned
-5805312977254071154_121-15_41_28,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071154_121-15_41_28.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,885932496f21ea69707aa6a50e03319ba57b4fa4e5e7e177ce1d7ce5dc0507b7,unassigned
-5805312977254071155_121-15_40_49,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071155_121-15_40_49.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,971965fc282ab771c690dc650d7b7fcbec5aea6a14ecd7682b331a2976382513,unassigned
-5805312977254071156_121-15_40_54,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071156_121-15_40_54.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,1ff200e6dfc11f7410820c649edecdf3f737f5de3c6fa40bbac454e4768e387a,unassigned
-5805312977254071157_121-15_41_34,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071157_121-15_41_34.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,8781906e5f653bbbe795d935261d7da687d082dd35811852715b7be0e2a4b8a5,unassigned
-5805312977254071158_121-15_44_5,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071158_121-15_44_5.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,16e302ed79fbb9d3184f46e2654abe776ad19dfe18e2312f2fc21d81b091655a,unassigned
-5805312977254071159_121-15_44_9,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071159_121-15_44_9.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,1afde0e52065ffa8f8b70224f525fd2ece9624ca1e7d86e59b52e04e8151c8ad,unassigned
-5805312977254071160_121-15_44_13,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071160_121-15_44_13.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,69eaf05afcf8af27ef218fe58480bb91f580360e4d1943ca3106195b74175adf,unassigned
-5805312977254071161_121-15_44_17,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071161_121-15_44_17.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,a67e08ad049077924eec7f987aaa47a3d7a1a8c720c12a6e73d10ecdad6aae98,unassigned
-5805312977254071162_121-15_44_22,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071162_121-15_44_22.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,533dc8dee0d9cfde10760cf9e9f866a850a0848177ad8e25b3f12ca7130a8d95,unassigned
-5805312977254071163_121-15_44_26,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071163_121-15_44_26.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,627dec617bb2eaa77daae0be7553ac4f25e685657395f35b476b460dd11ccf90,unassigned
-5805312977254071164_121-15_44_31,data/raw/karaagroai/healthy_05/healthy_01/-5805312977254071164_121-15_44_31.jpg,cocoa,healthy,KaraAgroAI Cocoa Dataset,healthy_05.rar,80092239a0a7a97fa0c9797f68afbc2d23f8d16be6c1a11da8b4b8c7cd24c2bc,unassigned
