annotation_id,image_id,label,original_label,xmin,ymin,xmax,ymax
-5805312977254071040_121-15_15_45_227,-5805312977254071040_121-15_15_45,healthy,healthy-cocoa-leaf,264,550,889,857
-5805312977254071040_121-15_15_45_228,-5805312977254071040_121-15_15_45,healthy,healthy-cocoa-leaf,412,171,1062,438
-5805312977254071041_121-15_15_53_229,-5805312977254071041_121-15_15_53,healthy,healthy-cocoa-leaf,113,169,1060,709
-5805312977254071042_121-15_16_13_230,-5805312977254071042_121-15_16_13,healthy,healthy-cocoa-leaf,121,344,653,1098
-5805312977254071043_121-15_16_55_231,-5805312977254071043_121-15_16_55,healthy,healthy-cocoa-leaf,176,100,799,1079
-5805312977254071044_121-15_17_0_232,-5805312977254071044_121-15_17_0,healthy,healthy-cocoa-leaf,158,207,811,879
-5805312977254071045_121-15_17_5_233,-5805312977254071045_121-15_17_5,healthy,healthy-cocoa-leaf,225,216,510,912
-5805312977254071045_121-15_17_5_234,-5805312977254071045_121-15_17_5,healthy,healthy-cocoa-leaf,465,228,802,982
-5805312977254071045_121-15_17_5_235,-5805312977254071045_121-15_17_5,healthy,healthy-cocoa-leaf,0,24,276,420
-5805312977254071047_121-15_17_13_236,-5805312977254071047_121-15_17_13,healthy,healthy-cocoa-leaf,301,608,960,1280
-5805312977254071048_121-15_17_22_237,-5805312977254071048_121-15_17_22,healthy,healthy-cocoa-leaf,0,192,288,809
-5805312977254071048_121-15_17_22_238,-5805312977254071048_121-15_17_22,healthy,healthy-cocoa-leaf,325,313,690,1110
-5805312977254071049_121-15_17_31_239,-5805312977254071049_121-15_17_31,healthy,healthy-cocoa-leaf,371,0,678,392
-5805312977254071049_121-15_17_31_240,-5805312977254071049_121-15_17_31,healthy,healthy-cocoa-leaf,54,456,447,1104
-5805312977254071051_121-15_17_46_241,-5805312977254071051_121-15_17_46,healthy,healthy-cocoa-leaf,471,374,927,1277
-5805312977254071051_121-15_17_46_242,-5805312977254071051_121-15_17_46,cssvd,cocoa-swollen-shoot-virus-leaf,106,94,653,1280
-5805312977254071052_121-15_17_52_243,-5805312977254071052_121-15_17_52,healthy,healthy-cocoa-leaf,77,18,1126,946
-5805312977254071053_121-15_20_39_244,-5805312977254071053_121-15_20_39,healthy,healthy-cocoa-leaf,0,299,788,709
-5805312977254071054_121-15_21_5_245,-5805312977254071054_121-15_21_5,healthy,healthy-cocoa-leaf,0,271,197,1019
-5805312977254071054_121-15_21_5_246,-5805312977254071054_121-15_21_5,healthy,healthy-cocoa-leaf,431,511,760,1064
-5805312977254071055_121-15_21_10_247,-5805312977254071055_121-15_21_10,healthy,healthy-cocoa-leaf,331,94,757,556
-5805312977254071055_121-15_21_10_248,-5805312977254071055_121-15_21_10,healthy,healthy-cocoa-leaf,6,3,352,283
-5805312977254071056_121-15_21_15_249,-5805312977254071056_121-15_21_15,healthy,healthy-cocoa-leaf,67,43,568,1158
-5805312977254071060_121-15_21_34_250,-5805312977254071060_121-15_21_34,healthy,healthy-cocoa-leaf,176,182,735,1061
-5805312977254071061_121-15_21_39_251,-5805312977254071061_121-15_21_39,healthy,healthy-cocoa-leaf,152,258,623,1171
-5805312977254071061_121-15_21_39_252,-5805312977254071061_121-15_21_39,healthy,healthy-cocoa-leaf,510,182,948,860
-5805312977254071062_121-15_21_45_253,-5805312977254071062_121-15_21_45,healthy,healthy-cocoa-leaf,237,447,787,1280
-5805312977254071063_121-15_22_36_254,-5805312977254071063_121-15_22_36,healthy,healthy-cocoa-leaf,21,0,814,374
-5805312977254071064_121-15_22_43_255,-5805312977254071064_121-15_22_43,healthy,healthy-cocoa-leaf,0,79,401,857
-5805312977254071065_121-15_22_48_256,-5805312977254071065_121-15_22_48,healthy,healthy-cocoa-leaf,0,0,231,344
-5805312977254071065_121-15_22_48_257,-5805312977254071065_121-15_22_48,healthy,healthy-cocoa-leaf,0,231,200,681
-5805312977254071066_121-15_22_52_258,-5805312977254071066_121-15_22_52,healthy,healthy-cocoa-leaf,377,556,778,1204
-5805312977254071067_121-15_22_58_259,-5805312977254071067_121-15_22_58,healthy,healthy-cocoa-leaf,170,356,714,1240
-5805312977254071067_121-15_22_58_260,-5805312977254071067_121-15_22_58,healthy,healthy-cocoa-leaf,30,432,337,870
-5805312977254071068_121-15_23_4_261,-5805312977254071068_121-15_23_4,healthy,healthy-cocoa-leaf,322,246,948,1280
-5805312977254071071_121-15_23_24_262,-5805312977254071071_121-15_23_24,healthy,healthy-cocoa-leaf,170,225,720,946
-5805312977254071072_121-15_23_31_263,-5805312977254071072_121-15_23_31,healthy,healthy-cocoa-leaf,45,559,501,1265
-5805312977254071073_121-15_24_8_264,-5805312977254071073_121-15_24_8,healthy,healthy-cocoa-leaf,173,204,848,1046
-5805312977254071074_121-15_24_14_265,-5805312977254071074_121-15_24_14,healthy,healthy-cocoa-leaf,145,242,991,798
-5805312977254071077_121-15_24_30_266,-5805312977254071077_121-15_24_30,healthy,healthy-cocoa-leaf,249,593,775,1280
-5805312977254071078_121-15_24_36_267,-5805312977254071078_121-15_24_36,healthy,healthy-cocoa-leaf,295,450,687,1085
-5805312977254071078_121-15_24_36_268,-5805312977254071078_121-15_24_36,healthy,healthy-cocoa-leaf,0,109,425,538
-5805312977254071079_121-15_24_42_269,-5805312977254071079_121-15_24_42,healthy,healthy-cocoa-leaf,0,219,681,1009
-5805312977254071080_121-15_24_57_270,-5805312977254071080_121-15_24_57,healthy,healthy-cocoa-leaf,516,325,824,1028
-5805312977254071081_121-15_25_3_271,-5805312977254071081_121-15_25_3,healthy,healthy-cocoa-leaf,0,258,143,669
-5805312977254071081_121-15_25_3_272,-5805312977254071081_121-15_25_3,healthy,healthy-cocoa-leaf,270,678,608,1174
-5805312977254071082_121-15_25_9_273,-5805312977254071082_121-15_25_9,healthy,healthy-cocoa-leaf,322,307,918,1049
-5805312977254071083_121-15_26_15_274,-5805312977254071083_121-15_26_15,healthy,healthy-cocoa-leaf,219,517,735,1049
-5805312977254071086_121-15_26_20_275,-5805312977254071086_121-15_26_20,healthy,healthy-cocoa-leaf,97,123,790,645
-5805312977254071090_121-15_26_24_276,-5805312977254071090_121-15_26_24,healthy,healthy-cocoa-leaf,0,620,273,1280
-5805312977254071090_121-15_26_24_277,-5805312977254071090_121-15_26_24,healthy,healthy-cocoa-leaf,261,629,571,1070
-5805312977254071094_121-15_26_29_278,-5805312977254071094_121-15_26_29,healthy,healthy-cocoa-leaf,264,480,690,1186
-5805312977254071094_121-15_26_29_279,-5805312977254071094_121-15_26_29,healthy,healthy-cocoa-leaf,562,356,960,1125
-5805312977254071097_121-15_26_35_280,-5805312977254071097_121-15_26_35,healthy,healthy-cocoa-leaf,152,711,960,1259
-5805312977254071101_121-15_26_45_281,-5805312977254071101_121-15_26_45,healthy,healthy-cocoa-leaf,234,344,675,1119
-5805312977254071101_121-15_26_45_282,-5805312977254071101_121-15_26_45,healthy,healthy-cocoa-leaf,82,131,836,359
-5805312977254071104_121-15_26_53_283,-5805312977254071104_121-15_26_53,healthy,healthy-cocoa-leaf,261,486,696,1280
-5805312977254071105_121-15_27_0_284,-5805312977254071105_121-15_27_0,healthy,healthy-cocoa-leaf,346,176,766,1140
-5805312977254071105_121-15_27_0_285,-5805312977254071105_121-15_27_0,healthy,healthy-cocoa-leaf,155,511,489,1085
-5805312977254071106_121-15_27_6_286,-5805312977254071106_121-15_27_6,healthy,healthy-cocoa-leaf,185,556,878,818
-5805312977254071106_121-15_27_6_287,-5805312977254071106_121-15_27_6,healthy,healthy-cocoa-leaf,48,389,696,684
-5805312977254071107_121-15_27_14_288,-5805312977254071107_121-15_27_14,healthy,healthy-cocoa-leaf,203,870,529,1280
-5805312977254071107_121-15_27_14_289,-5805312977254071107_121-15_27_14,healthy,healthy-cocoa-leaf,313,189,745,532
-5805312977254071107_121-15_27_14_290,-5805312977254071107_121-15_27_14,healthy,healthy-cocoa-leaf,541,18,906,304
-5805312977254071108_121-15_27_48_291,-5805312977254071108_121-15_27_48,healthy,healthy-cocoa-leaf,0,180,775,800
-5805312977254071109_121-15_27_54_292,-5805312977254071109_121-15_27_54,healthy,healthy-cocoa-leaf,191,161,845,1280
-5805312977254071110_121-15_30_50_293,-5805312977254071110_121-15_30_50,healthy,healthy-cocoa-leaf,419,499,1126,960
-5805312977254071111_121-15_30_59_294,-5805312977254071111_121-15_30_59,healthy,healthy-cocoa-leaf,97,85,754,1219
-5805312977254071112_121-15_31_3_295,-5805312977254071112_121-15_31_3,healthy,healthy-cocoa-leaf,22,230,1190,814
-5805312977254071114_121-15_31_16_296,-5805312977254071114_121-15_31_16,healthy,healthy-cocoa-leaf,307,587,726,1180
-5805312977254071115_121-15_31_25_297,-5805312977254071115_121-15_31_25,healthy,healthy-cocoa-leaf,267,569,693,1256
-5805312977254071118_121-15_32_36_298,-5805312977254071118_121-15_32_36,healthy,healthy-cocoa-leaf,249,204,659,708
-5805312977254071119_121-15_32_41_299,-5805312977254071119_121-15_32_41,healthy,healthy-cocoa-leaf,212,410,745,1234
-5805312977254071121_121-15_32_55_300,-5805312977254071121_121-15_32_55,healthy,healthy-cocoa-leaf,620,271,960,739
-5805312977254071121_121-15_32_55_301,-5805312977254071121_121-15_32_55,healthy,healthy-cocoa-leaf,0,435,243,736
-5805312977254071122_121-15_33_5_302,-5805312977254071122_121-15_33_5,healthy,healthy-cocoa-leaf,252,353,647,821
-5805312977254071122_121-15_33_5_303,-5805312977254071122_121-15_33_5,healthy,healthy-cocoa-leaf,0,547,130,1034
-5805312977254071123_121-15_33_14_304,-5805312977254071123_121-15_33_14,healthy,healthy-cocoa-leaf,67,334,638,1061
-5805312977254071124_121-15_33_23_305,-5805312977254071124_121-15_33_23,healthy,healthy-cocoa-leaf,252,347,808,1043
-5805312977254071126_121-15_33_36_306,-5805312977254071126_121-15_33_36,healthy,healthy-cocoa-leaf,364,341,717,1009
-5805312977254071127_121-15_33_42_307,-5805312977254071127_121-15_33_42,healthy,healthy-cocoa-leaf,124,520,656,1280
-5805312977254071129_121-15_34_59_308,-5805312977254071129_121-15_34_59,healthy,healthy-cocoa-leaf,267,407,678,949
-5805312977254071129_121-15_34_59_309,-5805312977254071129_121-15_34_59,healthy,healthy-cocoa-leaf,745,566,960,1201
-5805312977254071129_121-15_34_59_310,-5805312977254071129_121-15_34_59,healthy,healthy-cocoa-leaf,687,265,960,666
-5805312977254071130_121-15_35_11_311,-5805312977254071130_121-15_35_11,healthy,healthy-cocoa-leaf,136,383,520,818
-5805312977254071130_121-15_35_11_312,-5805312977254071130_121-15_35_11,healthy,healthy-cocoa-leaf,368,496,745,982
-5805312977254071131_121-15_35_43_313,-5805312977254071131_121-15_35_43,healthy,healthy-cocoa-leaf,650,635,948,1049
-5805312977254071131_121-15_35_43_314,-5805312977254071131_121-15_35_43,healthy,healthy-cocoa-leaf,440,456,720,939
-5805312977254071132_121-15_35_48_315,-5805312977254071132_121-15_35_48,healthy,healthy-cocoa-leaf,112,739,507,1280
-5805312977254071133_121-15_35_53_316,-5805312977254071133_121-15_35_53,healthy,healthy-cocoa-leaf,745,295,960,608
-5805312977254071133_121-15_35_53_317,-5805312977254071133_121-15_35_53,healthy,healthy-cocoa-leaf,705,745,960,1098
-5805312977254071134_121-15_35_59_318,-5805312977254071134_121-15_35_59,healthy,healthy-cocoa-leaf,267,648,507,1012
-5805312977254071134_121-15_35_59_319,-5805312977254071134_121-15_35_59,healthy,healthy-cocoa-leaf,489,599,723,897
-5805312977254071135_121-15_36_5_320,-5805312977254071135_121-15_36_5,healthy,healthy-cocoa-leaf,252,407,592,1113
-5805312977254071136_121-15_36_11_321,-5805312977254071136_121-15_36_11,healthy,healthy-cocoa-leaf,228,401,565,736
-5805312977254071136_121-15_36_11_322,-5805312977254071136_121-15_36_11,healthy,healthy-cocoa-leaf,571,851,772,1195
-5805312977254071136_121-15_36_11_323,-5805312977254071136_121-15_36_11,healthy,healthy-cocoa-leaf,447,9,589,210
-5805312977254071144_121-15_37_48_324,-5805312977254071144_121-15_37_48,healthy,healthy-cocoa-leaf,0,790,298,1280
-5805312977254071145_121-15_37_54_325,-5805312977254071145_121-15_37_54,healthy,healthy-cocoa-leaf,115,119,796,1280
-5805312977254071146_121-15_38_0_326,-5805312977254071146_121-15_38_0,healthy,healthy-cocoa-leaf,185,277,659,1052
-5805312977254071147_121-15_38_5_327,-5805312977254071147_121-15_38_5,healthy,healthy-cocoa-leaf,565,116,960,769
-5805312977254071147_121-15_38_5_328,-5805312977254071147_121-15_38_5,healthy,healthy-cocoa-leaf,0,879,398,1280
-5805312977254071148_121-15_39_43_329,-5805312977254071148_121-15_39_43,healthy,healthy-cocoa-leaf,638,237,1139,488
-5805312977254071148_121-15_39_43_330,-5805312977254071148_121-15_39_43,healthy,healthy-cocoa-leaf,0,148,120,566
-5805312977254071149_121-15_39_47_331,-5805312977254071149_121-15_39_47,healthy,healthy-cocoa-leaf,349,128,860,979
-5805312977254071150_121-15_39_51_332,-5805312977254071150_121-15_39_51,healthy,healthy-cocoa-leaf,48,344,848,876
-5805312977254071151_121-15_39_56_333,-5805312977254071151_121-15_39_56,healthy,healthy-cocoa-leaf,346,155,872,666
-5805312977254071151_121-15_39_56_334,-5805312977254071151_121-15_39_56,healthy,healthy-cocoa-leaf,191,784,720,1268
-5805312977254071152_121-15_40_0_335,-5805312977254071152_121-15_40_0,healthy,healthy-cocoa-leaf,358,608,693,1006
-5805312977254071152_121-15_40_0_336,-5805312977254071152_121-15_40_0,healthy,healthy-cocoa-leaf,97,319,434,508
-5805312977254071152_121-15_40_0_337,-5805312977254071152_121-15_40_0,healthy,healthy-cocoa-leaf,474,161,903,605
-5805312977254071153_121-15_40_4_338,-5805312977254071153_121-15_40_4,healthy,healthy-cocoa-leaf,378,353,1231,816
-5805312977254071153_121-15_40_4_339,-5805312977254071153_121-15_40_4,healthy,healthy-cocoa-leaf,382,645,1265,960
-5805312977254071154_121-15_41_28_340,-5805312977254071154_121-15_41_28,healthy,healthy-cocoa-leaf,259,702,1176,960
-5805312977254071154_121-15_41_28_341,-5805312977254071154_121-15_41_28,healthy,healthy-cocoa-leaf,1060,25,1280,351
-5805312977254071154_121-15_41_28_342,-5805312977254071154_121-15_41_28,healthy,healthy-cocoa-leaf,291,280,1224,839
-5805312977254071155_121-15_40_49_343,-5805312977254071155_121-15_40_49,healthy,healthy-cocoa-leaf,0,85,398,353
-5805312977254071155_121-15_40_49_344,-5805312977254071155_121-15_40_49,healthy,healthy-cocoa-leaf,204,566,663,793
-5805312977254071155_121-15_40_49_345,-5805312977254071155_121-15_40_49,healthy,healthy-cocoa-leaf,0,588,162,1214
-5805312977254071156_121-15_40_54_346,-5805312977254071156_121-15_40_54,healthy,healthy-cocoa-leaf,0,1070,337,1280
-5805312977254071156_121-15_40_54_347,-5805312977254071156_121-15_40_54,healthy,healthy-cocoa-leaf,492,112,897,341
-5805312977254071157_121-15_41_34_348,-5805312977254071157_121-15_41_34,healthy,healthy-cocoa-leaf,653,1043,960,1280
-5805312977254071157_121-15_41_34_349,-5805312977254071157_121-15_41_34,healthy,healthy-cocoa-leaf,401,566,687,1012
-5805312977254071158_121-15_44_5_350,-5805312977254071158_121-15_44_5,healthy,healthy-cocoa-leaf,0,356,219,790
-5805312977254071158_121-15_44_5_351,-5805312977254071158_121-15_44_5,healthy,healthy-cocoa-leaf,203,46,751,1015
-5805312977254071159_121-15_44_9_352,-5805312977254071159_121-15_44_9,healthy,healthy-cocoa-leaf,589,468,960,1280
-5805312977254071159_121-15_44_9_353,-5805312977254071159_121-15_44_9,healthy,healthy-cocoa-leaf,188,1043,550,1280
-5805312977254071160_121-15_44_13_354,-5805312977254071160_121-15_44_13,healthy,healthy-cocoa-leaf,62,21,391,165
-5805312977254071161_121-15_44_17_355,-5805312977254071161_121-15_44_17,healthy,healthy-cocoa-leaf,8,672,286,1087
-5805312977254071162_121-15_44_22_356,-5805312977254071162_121-15_44_22,healthy,healthy-cocoa-leaf,0,252,139,742
-5805312977254071162_121-15_44_22_357,-5805312977254071162_121-15_44_22,healthy,healthy-cocoa-leaf,0,660,228,1174
-5805312977254071162_121-15_44_22_358,-5805312977254071162_121-15_44_22,healthy,healthy-cocoa-leaf,149,310,556,1070
-5805312977254071163_121-15_44_26_359,-5805312977254071163_121-15_44_26,healthy,healthy-cocoa-leaf,0,193,209,603
-5805312977254071164_121-15_44_31_360,-5805312977254071164_121-15_44_31,healthy,healthy-cocoa-leaf,136,0,327,80
-5805312977254071164_121-15_44_31_361,-5805312977254071164_121-15_44_31,healthy,healthy-cocoa-leaf,0,0,198,169
-5805312977254071164_121-15_44_31_362,-5805312977254071164_121-15_44_31,healthy,healthy-cocoa-leaf,192,0,547,158
-5805312977254071164_121-15_44_31_363,-5805312977254071164_121-15_44_31,healthy,healthy-cocoa-leaf,231,1163,528,1280
-5805312977254071164_121-15_44_31_364,-5805312977254071164_121-15_44_31,healthy,healthy-cocoa-leaf,495,295,960,1280
-5805312977254071165_121-15_44_35_365,-5805312977254071165_121-15_44_35,healthy,healthy-cocoa-leaf,0,0,358,179
-5805312977254071165_121-15_44_35_366,-5805312977254071165_121-15_44_35,healthy,healthy-cocoa-leaf,0,657,434,1280
-5805312977254071165_121-15_44_35_367,-5805312977254071165_121-15_44_35,healthy,healthy-cocoa-leaf,155,237,605,1055
-5805312977254071166_121-15_44_40_368,-5805312977254071166_121-15_44_40,healthy,healthy-cocoa-leaf,684,20,826,407
-5805312977254071168_121-15_45_44_369,-5805312977254071168_121-15_45_44,healthy,healthy-cocoa-leaf,748,1061,960,1280
-5805312977254071169_121-15_45_50_370,-5805312977254071169_121-15_45_50,healthy,healthy-cocoa-leaf,637,186,960,652
-5805312977254071169_121-15_45_50_371,-5805312977254071169_121-15_45_50,healthy,healthy-cocoa-leaf,267,19,481,280
-5805312977254071170_121-15_45_55_372,-5805312977254071170_121-15_45_55,healthy,healthy-cocoa-leaf,0,18,407,562
-5805312977254071170_121-15_45_55_373,-5805312977254071170_121-15_45_55,healthy,healthy-cocoa-leaf,115,15,827,830
-5805312977254071171_121-15_46_2_374,-5805312977254071171_121-15_46_2,healthy,healthy-cocoa-leaf,532,131,960,1280
-5805312977254071171_121-15_46_2_375,-5805312977254071171_121-15_46_2,healthy,healthy-cocoa-leaf,121,21,711,976
-5805312977254071172_121-15_46_52_376,-5805312977254071172_121-15_46_52,healthy,healthy-cocoa-leaf,0,137,206,967
-5805312977254071173_121-15_46_59_377,-5805312977254071173_121-15_46_59,healthy,healthy-cocoa-leaf,51,362,307,666
-5805312977254071173_121-15_46_59_378,-5805312977254071173_121-15_46_59,healthy,healthy-cocoa-leaf,377,0,933,368
-5805312977254071174_121-15_47_10_379,-5805312977254071174_121-15_47_10,healthy,healthy-cocoa-leaf,0,79,751,1280
-5805312977254071175_121-15_47_19_380,-5805312977254071175_121-15_47_19,healthy,healthy-cocoa-leaf,146,189,814,1207
-5805312977254071181_121-15_48_36_381,-5805312977254071181_121-15_48_36,healthy,healthy-cocoa-leaf,85,295,498,1040
-5805312977254071181_121-15_48_36_382,-5805312977254071181_121-15_48_36,healthy,healthy-cocoa-leaf,735,681,954,973
-5805312977254071181_121-15_48_36_383,-5805312977254071181_121-15_48_36,healthy,healthy-cocoa-leaf,781,1058,960,1274
-5805312977254071182_121-15_48_41_384,-5805312977254071182_121-15_48_41,healthy,healthy-cocoa-leaf,39,277,492,535
-5805312977254071182_121-15_48_41_385,-5805312977254071182_121-15_48_41,healthy,healthy-cocoa-leaf,243,15,717,334
-5805312977254071182_121-15_48_41_386,-5805312977254071182_121-15_48_41,healthy,healthy-cocoa-leaf,3,444,763,821
-5805312977254071182_121-15_48_41_387,-5805312977254071182_121-15_48_41,healthy,healthy-cocoa-leaf,73,718,422,982
-5805312977254071183_121-15_48_53_388,-5805312977254071183_121-15_48_53,healthy,healthy-cocoa-leaf,349,204,623,1022
-5805312977254071183_121-15_48_53_389,-5805312977254071183_121-15_48_53,healthy,healthy-cocoa-leaf,0,240,237,842
-5805312977254071184_121-15_49_4_390,-5805312977254071184_121-15_49_4,healthy,healthy-cocoa-leaf,210,508,627,766
-5805312977254071184_121-15_49_4_391,-5805312977254071184_121-15_49_4,healthy,healthy-cocoa-leaf,199,907,472,1280
-5805312977254071184_121-15_49_4_392,-5805312977254071184_121-15_49_4,healthy,healthy-cocoa-leaf,743,664,960,993
-5805312977254071184_121-15_49_4_393,-5805312977254071184_121-15_49_4,healthy,healthy-cocoa-leaf,457,445,800,1169
-5805312977254071185_121-15_49_11_394,-5805312977254071185_121-15_49_11,healthy,healthy-cocoa-leaf,772,503,952,1066
-5805312977254071185_121-15_49_11_395,-5805312977254071185_121-15_49_11,healthy,healthy-cocoa-leaf,632,3,814,261
-5805312977254071185_121-15_49_11_396,-5805312977254071185_121-15_49_11,healthy,healthy-cocoa-leaf,0,0,371,143
-5805312977254071186_121-15_49_20_397,-5805312977254071186_121-15_49_20,healthy,healthy-cocoa-leaf,402,1120,699,1280
-5805312977254071186_121-15_49_20_398,-5805312977254071186_121-15_49_20,healthy,healthy-cocoa-leaf,278,142,461,368
-5805312977254071187_121-15_49_35_399,-5805312977254071187_121-15_49_35,healthy,healthy-cocoa-leaf,629,25,1082,616
-5805312977254071188_121-15_50_12_400,-5805312977254071188_121-15_50_12,healthy,healthy-cocoa-leaf,212,12,605,915
-5805312977254071188_121-15_50_12_401,-5805312977254071188_121-15_50_12,healthy,healthy-cocoa-leaf,428,58,960,1231
-5805312977254071189_121-15_50_16_402,-5805312977254071189_121-15_50_16,healthy,healthy-cocoa-leaf,62,20,242,380
-5805312977254071189_121-15_50_16_403,-5805312977254071189_121-15_50_16,healthy,healthy-cocoa-leaf,231,271,453,790
-5805312977254071190_121-15_50_22_404,-5805312977254071190_121-15_50_22,healthy,healthy-cocoa-leaf,225,170,875,1280
-5805312977254071190_121-15_50_22_405,-5805312977254071190_121-15_50_22,healthy,healthy-cocoa-leaf,380,0,821,365
-5805312977254071191_121-15_50_26_406,-5805312977254071191_121-15_50_26,healthy,healthy-cocoa-leaf,124,6,854,1280
-5805312977254071192_121-15_50_31_407,-5805312977254071192_121-15_50_31,healthy,healthy-cocoa-leaf,547,27,960,906
-5805312977254071193_121-15_50_42_408,-5805312977254071193_121-15_50_42,healthy,healthy-cocoa-leaf,291,319,626,1119
-5805312977254071193_121-15_50_42_409,-5805312977254071193_121-15_50_42,healthy,healthy-cocoa-leaf,513,27,672,295
-5805312977254071194_121-15_50_53_410,-5805312977254071194_121-15_50_53,healthy,healthy-cocoa-leaf,0,599,541,1280
-5805312977254071194_121-15_50_53_411,-5805312977254071194_121-15_50_53,healthy,healthy-cocoa-leaf,507,137,647,353
-5805312977254071195_121-15_51_0_412,-5805312977254071195_121-15_51_0,healthy,healthy-cocoa-leaf,112,58,571,1171
-5805312977254071196_121-15_51_7_413,-5805312977254071196_121-15_51_7,healthy,healthy-cocoa-leaf,325,371,568,1082
-5805312977254071196_121-15_51_7_414,-5805312977254071196_121-15_51_7,healthy,healthy-cocoa-leaf,24,845,276,1280
-5805312977254071196_121-15_51_7_415,-5805312977254071196_121-15_51_7,healthy,healthy-cocoa-leaf,0,696,264,1061
-5805312977254071196_121-15_51_7_416,-5805312977254071196_121-15_51_7,healthy,healthy-cocoa-leaf,237,927,626,1280
-5805312977254071196_121-15_51_7_417,-5805312977254071196_121-15_51_7,healthy,healthy-cocoa-leaf,70,268,404,787
-5805312977254071197_121-15_51_14_418,-5805312977254071197_121-15_51_14,healthy,healthy-cocoa-leaf,270,331,535,1253
-5805312977254071197_121-15_51_14_419,-5805312977254071197_121-15_51_14,healthy,healthy-cocoa-leaf,121,164,395,575
-5805312977254071198_121-15_54_15_420,-5805312977254071198_121-15_54_15,healthy,healthy-cocoa-leaf,619,164,1217,602
-5805312977254071198_121-15_54_15_421,-5805312977254071198_121-15_54_15,healthy,healthy-cocoa-leaf,271,483,1066,949
-5805312977254071199_121-15_54_22_422,-5805312977254071199_121-15_54_22,healthy,healthy-cocoa-leaf,0,0,234,301
-5805312977254071199_121-15_54_22_423,-5805312977254071199_121-15_54_22,healthy,healthy-cocoa-leaf,626,249,854,523
-5805312977254071199_121-15_54_22_424,-5805312977254071199_121-15_54_22,healthy,healthy-cocoa-leaf,762,703,960,970
-5805312977254071200_121-15_54_26_425,-5805312977254071200_121-15_54_26,healthy,healthy-cocoa-leaf,143,0,720,374
-5805312977254071200_121-15_54_26_426,-5805312977254071200_121-15_54_26,healthy,healthy-cocoa-leaf,215,474,741,1280
-5805312977254071201_121-15_54_31_427,-5805312977254071201_121-15_54_31,healthy,healthy-cocoa-leaf,188,100,817,867
-5805312977254071202_121-15_54_35_428,-5805312977254071202_121-15_54_35,healthy,healthy-cocoa-leaf,209,277,684,1234
-5805312977254071202_121-15_54_35_429,-5805312977254071202_121-15_54_35,healthy,healthy-cocoa-leaf,73,569,276,915
-5805312977254071202_121-15_54_35_430,-5805312977254071202_121-15_54_35,healthy,healthy-cocoa-leaf,9,949,255,1171
-5805312977254071203_121-15_54_49_431,-5805312977254071203_121-15_54_49,healthy,healthy-cocoa-leaf,775,863,960,1280
-5805312977254071203_121-15_54_49_432,-5805312977254071203_121-15_54_49,healthy,healthy-cocoa-leaf,468,578,763,1280
-5805312977254071203_121-15_54_49_433,-5805312977254071203_121-15_54_49,healthy,healthy-cocoa-leaf,623,21,960,562
-5805312977254071204_121-15_54_59_434,-5805312977254071204_121-15_54_59,healthy,healthy-cocoa-leaf,0,125,288,736
-5805312977254071204_121-15_54_59_435,-5805312977254071204_121-15_54_59,healthy,healthy-cocoa-leaf,231,325,748,1280
-5805312977254071205_121-15_55_6_436,-5805312977254071205_121-15_55_6,healthy,healthy-cocoa-leaf,4,66,1228,654
-5805312977254071206_121-15_55_14_437,-5805312977254071206_121-15_55_14,healthy,healthy-cocoa-leaf,0,0,255,249
-5805312977254071207_121-15_55_21_438,-5805312977254071207_121-15_55_21,healthy,healthy-cocoa-leaf,164,246,939,1277
-5805312977254071207_121-15_55_21_439,-5805312977254071207_121-15_55_21,healthy,healthy-cocoa-leaf,203,61,817,620
-5805312977254071208_121-15_55_59_440,-5805312977254071208_121-15_55_59,healthy,healthy-cocoa-leaf,264,268,419,1183
-5805312977254071208_121-15_55_59_441,-5805312977254071208_121-15_55_59,healthy,healthy-cocoa-leaf,146,261,447,754
-5805312977254071208_121-15_55_59_442,-5805312977254071208_121-15_55_59,healthy,healthy-cocoa-leaf,380,283,644,559
-5805312977254071209_121-15_56_6_443,-5805312977254071209_121-15_56_6,healthy,healthy-cocoa-leaf,0,0,273,654
-5805312977254071209_121-15_56_6_444,-5805312977254071209_121-15_56_6,healthy,healthy-cocoa-leaf,121,49,580,635
-5805312977254071210_121-15_56_12_445,-5805312977254071210_121-15_56_12,healthy,healthy-cocoa-leaf,0,529,127,794
-5805312977254071211_121-15_56_18_446,-5805312977254071211_121-15_56_18,healthy,healthy-cocoa-leaf,471,976,942,1280
-5805312977254071211_121-15_56_18_447,-5805312977254071211_121-15_56_18,healthy,healthy-cocoa-leaf,790,52,945,313
-5805312977254071213_121-15_56_30_448,-5805312977254071213_121-15_56_30,healthy,healthy-cocoa-leaf,754,164,960,295
-5805312977254071214_121-15_56_43_449,-5805312977254071214_121-15_56_43,healthy,healthy-cocoa-leaf,216,369,423,668
-5805312977254071214_121-15_56_43_450,-5805312977254071214_121-15_56_43,healthy,healthy-cocoa-leaf,287,401,683,700
-5805312977254071215_121-15_56_57_451,-5805312977254071215_121-15_56_57,healthy,healthy-cocoa-leaf,0,68,925,522
-5805312977254071216_121-15_57_4_452,-5805312977254071216_121-15_57_4,healthy,healthy-cocoa-leaf,451,27,1280,575
