image_id,image_path,plant,disease,label,source_dataset,source_archive,image_hash,split,object_count
kara_healthy_03_healthy_03_IMG_9201-16_12_6,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9201-16_12_6.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,2014ab514a842b47e6a319743338e443e541f154bbd786efd28a6c4e5a86fcfd,train,4
kara_healthy_03_healthy_03_IMG_9202-16_15_39,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9202-16_15_39.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,8c66a485da99a33d788639704f138f9426138221485beedc0e57943a054d31ee,train,5
kara_healthy_03_healthy_03_IMG_9203-16_15_49,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9203-16_15_49.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,ad9918698b943106397377277735e755a1881238b0703d766b12c1d28f99ba73,train,5
kara_healthy_03_healthy_03_IMG_9204-16_16_21,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9204-16_16_21.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,d4f54532f14ca1121c6fd2521562cef211c850d3807a0f4af7a38b6097e08e60,train,6
kara_healthy_03_healthy_03_IMG_9208-16_16_29,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9208-16_16_29.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,c110dae6e387afba243731dafb64b4cc0cda4dd916da5091f823460ff25ceaf0,train,4
kara_healthy_03_healthy_03_IMG_9210-16_16_53,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9210-16_16_53.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,bd01ddb7be75a8f15d0ba7778f78641e9b5dd711d0040155f8bd0184d96bccb9,train,6
kara_healthy_03_healthy_03_IMG_9211-16_17_1,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9211-16_17_1.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,84687233bed887ed30f01e2d7ede29f781f22132015a1e0d23ab903851e27008,train,2
kara_healthy_03_healthy_03_IMG_9213-16_17_15,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9213-16_17_15.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,d47889c4b8efcc32035187fafd4e7af014c4daef6ffc28e019ef13c78f3fb86c,train,2
kara_healthy_03_healthy_03_IMG_9216-16_23_14,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9216-16_23_14.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,42b7abc37b1276e271fcb4a2b1a13c3dd4dc819b0ba8f4626f4abd17bbdd503c,train,5
kara_healthy_03_healthy_03_IMG_9217-16_23_21,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9217-16_23_21.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,5bdeb00c6fade8f272e3efc99a6595eca807836b7a55b495ca7d84a7de237822,train,1
kara_healthy_03_healthy_03_IMG_9218-16_23_26,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9218-16_23_26.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,53e7e220c3e27f41980a43afe9bd54092c8b7bc3c60e1fca71fe113d0a2f1d77,train,3
kara_healthy_03_healthy_03_IMG_9219-16_23_31,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9219-16_23_31.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,3aa5a6a644b4e1b95cafd3332863f94fd182b510cb754a634b2d8e689908d0d4,train,3
kara_healthy_03_healthy_03_IMG_9220-16_23_36,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9220-16_23_36.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,4c6bb47eed2b1068e4b9f42905b3835b205c69cafd05d57df9c78c2aa408a97b,train,4
kara_healthy_03_healthy_03_IMG_9224-16_23_52,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9224-16_23_52.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,903799b2ce1bc05e9f2f350d74106e1c33a4ce7be17045b5c69ec0804a9d19e6,train,3
kara_healthy_03_healthy_03_IMG_9225-16_23_58,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9225-16_23_58.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,062dcc25933fc39f7437ec1a856b29ec1cf00678844334e74d752efc1b5a6285,train,2
kara_healthy_03_healthy_03_IMG_9226-16_26_15,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9226-16_26_15.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,28e677ebe39d51c1ce02ec0e4b0907b64f7d8267c9955332d2a145d84a73babe,train,2
kara_healthy_03_healthy_03_IMG_9230-16_26_32,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9230-16_26_32.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,9322a845d4f8514273a28b08ace26498b618375fdbd82c21ca25e6d92129869e,train,4
kara_healthy_03_healthy_03_IMG_9231-16_26_39,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9231-16_26_39.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,d9d066ce7c7a4ec2c63f2740c5a4932dcfc407d570f20ea9df0b2d22911a5c7e,train,1
kara_healthy_03_healthy_03_IMG_9232-16_26_46,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9232-16_26_46.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,a4239261f38542f1cddf0e44bfc35396c763bcd860425dfd1f7d2b3d3782651a,train,1
kara_healthy_03_healthy_03_IMG_9234-16_27_0,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9234-16_27_0.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,540a247bbe8f5af7d1ce8913587df2897552a80d139911e231a38085ec9b6cb6,train,3
kara_healthy_03_healthy_03_IMG_9235-16_27_6,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9235-16_27_6.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,893a3bb105569809cb21f7e0ee71cbf1250f99791e2f7575412209287d6fce3e,train,5
kara_healthy_03_healthy_03_IMG_9236-16_27_12,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9236-16_27_12.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,c642a8975e793c7d3748755a8b6e89ad30d573872ed70484630025d2dc297f33,train,4
kara_healthy_03_healthy_03_IMG_9237-16_27_19,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9237-16_27_19.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,af366aca7281d2c0a545b105d91b0bdd543a10b792c7706f3d2184d5d93a2fa9,train,4
kara_healthy_03_healthy_03_IMG_9240-16_28_48,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9240-16_28_48.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,1540792417674c326fe784ebd773b61612189a96058571d5a306a803f4d9c0f0,train,4
kara_healthy_03_healthy_03_IMG_9241-16_28_54,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9241-16_28_54.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,b8860a801e12f39c2e37161705df3c8c9bf16b0d49e280bf094b2478eef2a61b,train,3
kara_healthy_03_healthy_03_IMG_9245-16_29_8,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9245-16_29_8.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,45d550056a86a0fead040de0286e27b0342e6cdb1e8bfd54f053b0ad2ae90686,train,5
kara_healthy_03_healthy_03_IMG_9247-16_29_13,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9247-16_29_13.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,91f72930ea3da6d04e7faff9f90f617d569f9c423c7e291908badd67a8edb427,train,2
kara_healthy_03_healthy_03_IMG_9249-16_29_20,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9249-16_29_20.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,47199b74d81b3ea06353c7c9fe035a742d73c9f11ac4f91aeac1e45fe1498149,train,3
kara_healthy_03_healthy_03_IMG_9251-16_29_26,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9251-16_29_26.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,ef79f194dc51db87e4983da140d4fcb0847bfca7485d55c0a9b0327d5cf7ee61,train,2
kara_healthy_03_healthy_03_IMG_9252-16_29_35,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9252-16_29_35.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,282779d403e8df242eb9b5440f47fdd2b99219160471754e9032f9178beddc76,train,4
kara_healthy_03_healthy_03_IMG_9254-16_29_42,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9254-16_29_42.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,e5916b87313891498258afd9b3cae4d1be61c528b3adcd82a969c038a1f3e792,train,1
kara_healthy_03_healthy_03_IMG_9257-16_31_23,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9257-16_31_23.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,c0faa55b2911eaa1d318b8d2472734cdef860e02b802252485fb30843481ab7b,train,3
kara_healthy_03_healthy_03_IMG_9258-16_31_36,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9258-16_31_36.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,c63e0389393dbc45a6a2ad6b2ebfa0190fc4f99835e3fa66ea5f41a4f529d335,train,2
kara_healthy_03_healthy_03_IMG_9260-16_31_56,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9260-16_31_56.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,0c6cb09f32d05183c347035200bf542e5a5ac8c3294971bff8d35acdfee7313f,train,2
kara_healthy_03_healthy_03_IMG_9261-16_32_4,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9261-16_32_4.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,724508c590706a01653d0ece0d11b1b299215fad1c8dac1f651072c4f0cffada,train,3
kara_healthy_03_healthy_03_IMG_9263-16_32_19,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9263-16_32_19.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,50225352b1f7f29a54f513d4b22087ef4d269e0cf73e1442817fec00664b5726,train,1
kara_healthy_03_healthy_03_IMG_9265-16_32_39,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9265-16_32_39.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,b54da10c35cf61556e6bd142f17b623ee128aa85adf987d7593e00a470df03af,train,2
kara_healthy_03_healthy_03_IMG_9266-16_34_10,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9266-16_34_10.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,31bb883f189b201c94c22babfd2e1c9bd065a15a27b38cbc971e602cf9b2ed45,train,2
kara_healthy_03_healthy_03_IMG_9267-16_34_18,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9267-16_34_18.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,fa9c1d8ee7bdbf3baa49bed2277fdb0c9b5fb16f8a35c27353793dc844236e8f,train,2
kara_healthy_03_healthy_03_IMG_9268-16_34_27,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9268-16_34_27.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,fe83e584c6e9dec0d7de235c119ce9d6efe4f0f3ca9be48a44f8cc3c981b87cd,train,1
kara_healthy_03_healthy_03_IMG_9269-16_34_34,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9269-16_34_34.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,c26efbdfce9aad79cf903f8a968ed24ace0a6c11d9f6ffebbe274d8c5d1c6f03,train,1
kara_healthy_03_healthy_03_IMG_9271-16_34_45,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9271-16_34_45.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,c529d8bb837a53bbea44533781fff7e71d8e5c88efcadcc5226edc28eb1ac6c6,train,1
kara_healthy_03_healthy_03_IMG_9272-16_34_53,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9272-16_34_53.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,1700e2f59afc20db229c4a8b7782d6dfb4de346b8cfa4f355f62ee6150461f76,train,2
kara_healthy_03_healthy_03_IMG_9273-16_35_5,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9273-16_35_5.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,588b08ecc41c0385567fe749cd525aca93505811747e2e19914e03d64db571ad,train,5
kara_healthy_03_healthy_03_IMG_9274-16_35_14,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9274-16_35_14.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,e90410202dc69d2b25bd00d0013a3c6c94f25358c5161c1c53619f4cf5052a3f,train,1
kara_healthy_03_healthy_03_IMG_9276-16_35_31,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9276-16_35_31.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,252fa4bc74f71a8ac12628557faa82559f20f29a88a4e8dd8c2c83413b3341ae,train,2
kara_healthy_03_healthy_03_IMG_9280-16_37_28,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9280-16_37_28.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,a7b9c9334951252d506de69665d5b3ab868c6927de7dcf901c93d491fd7d939e,train,2
kara_healthy_03_healthy_03_IMG_9288-16_38_13,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9288-16_38_13.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,557d6391638ddc02fc7d8699bd0d89400697cc8202a04cd357ce9f95391fad58,train,3
kara_healthy_03_healthy_03_IMG_9289-16_38_21,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9289-16_38_21.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,5e1149922ab9fc8c7c308a01a1d5fdc822ea613e902678713386f75504f69505,train,2
kara_healthy_03_healthy_03_IMG_9292-16_38_33,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9292-16_38_33.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,7c1ef13107753509436c8c1b3cf5b18bb5fb9e11485fbeeb919fdcdfca9619f4,train,1
kara_healthy_03_healthy_03_IMG_9400-16_39_24,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9400-16_39_24.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,71f8d0ef7701f8200fdbf285566449f97433eb6a6f709324293ce9610b6b329d,train,1
kara_healthy_03_healthy_03_IMG_9401-16_39_33,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9401-16_39_33.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,6c9b05d514ff3287939714b0b49a67852ef7b76af05a984793bd672289ec67be,train,5
kara_healthy_03_healthy_03_IMG_9402-16_39_42,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9402-16_39_42.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,80f25ab0854a8eb22bc26b4f6d63134f18e4e75ddfb66b6c1df8638ca58db3f4,train,3
kara_healthy_03_healthy_03_IMG_9407-16_39_51,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9407-16_39_51.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,e9ab37a1ff26e9646450668b55778fdc4c24d7a3af4de20f528268cc3a20791d,train,5
kara_healthy_03_healthy_03_IMG_9413-16_41_57,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9413-16_41_57.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,2b9f6b9fdbb8b828863bdd0b08e4a846ad8c88f9a98e9f4c410aed87a0da9c72,train,10
kara_healthy_03_healthy_03_IMG_9414-16_42_13,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9414-16_42_13.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,6c4b52ca4f4073072cc05343a32e43a0084065676af7ab57812b2770c298a70d,train,4
kara_healthy_03_healthy_03_IMG_9415-16_42_22,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9415-16_42_22.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,da9916fcb1859c518574556db35df4decfacf5ae93410387a8831006462dca14,train,2
kara_healthy_03_healthy_03_IMG_9416-16_42_32,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9416-16_42_32.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,bbbed9fece44bc1e1aa9257debc2178ad24fad1fc0abdd93dc0db35c007f2494,train,2
kara_healthy_03_healthy_03_IMG_9421-16_42_52,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9421-16_42_52.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,b09fca6f3e409f562b24ba82f416bbdceace490d45799284d0ea2e0779cb0905,train,5
kara_healthy_03_healthy_03_IMG_9422-16_43_2,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9422-16_43_2.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,8ed9a0cdb30d464a44e3ff9e4cba5aa15c66a69549e87503db0c0bd5e5ad1b42,train,7
kara_healthy_03_healthy_03_IMG_9423-16_43_10,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9423-16_43_10.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,411dd216e0a1aaaba6ce2c026ff234392366355e45a113834063cb7175b31c2a,train,1
kara_healthy_03_healthy_03_IMG_9424-16_43_21,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9424-16_43_21.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,ad7eebb49fbcac5613fa2362aa39c13df21ef443d0430df0b7653d328cb159b2,train,14
kara_healthy_03_healthy_03_IMG_9427-16_45_20,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9427-16_45_20.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,46e534cff708b0ca2bcf4d992e4a4635b0d2924ae6d410c6b0243c7e33996335,train,3
kara_healthy_03_healthy_03_IMG_9438-16_45_31,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9438-16_45_31.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,51eb6861fe18a4a19bb775e85a62d9197ec59c2ca8fc736b7879f594f09078e7,train,7
kara_healthy_03_healthy_03_IMG_9440-16_45_40,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9440-16_45_40.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,9e979c3232f6f5522e452c07cdc75fe02e8a9eaefd1f2a53d5c49579695a6b09,train,2
kara_healthy_03_healthy_03_IMG_9444-16_45_59,data/processed/final/train/images/kara_healthy_03_healthy_03_IMG_9444-16_45_59.JPG,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,b168f3449ee4ce5e6da279ed8e27ce9ca111f1210bd5f2888b1e755afee8844d,train,4
kara_healthy_04_healthy_04_IMG_20211015_121219_2-17_34_22,data/processed/final/train/images/kara_healthy_04_healthy_04_IMG_20211015_121219_2-17_34_22.jpg,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,a32c70bc160f7c0f8aabe5b2c9d64fed7f8275529797c41208eaaa4e4d0348b5,train,5
kara_healthy_04_healthy_04_IMG_20211015_121256_5-17_34_34,data/processed/final/train/images/kara_healthy_04_healthy_04_IMG_20211015_121256_5-17_34_34.jpg,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,2624c354ad574de179a07fea8dd4e2e5bcf4396ec04ed0f88f972cfe206b444d,train,3
kara_healthy_04_healthy_04_IMG_20211015_121440_6-17_35_17,data/processed/final/train/images/kara_healthy_04_healthy_04_IMG_20211015_121440_6-17_35_17.jpg,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,130cca42d484d4fe3bc42caa47e8bed1596ddc1f26813e2ab2ed9e3ddc37ef39,train,1
kara_healthy_04_healthy_04_IMG_20211015_121521_3-17_35_29,data/processed/final/train/images/kara_healthy_04_healthy_04_IMG_20211015_121521_3-17_35_29.jpg,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,1181271db96063bf8e18106e1a0748cea91aa8555ccfe84ac2d026330803121e,train,3
kara_healthy_04_healthy_04_IMG_20211015_121602_9-17_35_46,data/processed/final/train/images/kara_healthy_04_healthy_04_IMG_20211015_121602_9-17_35_46.jpg,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,726f7f707cab040b326dd48515abb3b1395d94c486034300ad52f8368caa8565,train,5
kara_healthy_04_healthy_04_IMG_20211015_121632_2-17_35_56,data/processed/final/train/images/kara_healthy_04_healthy_04_IMG_20211015_121632_2-17_35_56.jpg,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,cc8e8c8f60dd60d4bb410b75e7ff38f293f828d4c79e505ce8b52a0ae5baefe4,train,1
kara_healthy_04_healthy_04_IMG_20211015_121808_4-17_37_56,data/processed/final/train/images/kara_healthy_04_healthy_04_IMG_20211015_121808_4-17_37_56.jpg,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,206f2a151bf3be201f6396108d42587eceb35b3243da8fa103edc1408d805455,train,3
kara_healthy_04_healthy_04_IMG_20211015_121828_1-17_38_7,data/processed/final/train/images/kara_healthy_04_healthy_04_IMG_20211015_121828_1-17_38_7.jpg,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,b4667bc2e8a8f31b341816caea6472d012666cc4799d17c884a34b38ba8dcacc,train,3
kara_healthy_04_healthy_04_IMG_20211015_121857_3-17_38_18,data/processed/final/train/images/kara_healthy_04_healthy_04_IMG_20211015_121857_3-17_38_18.jpg,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,ce70015d2ab5f0219d24e5f4c83d626eb5a1346a2404341bdecda102c258c676,train,2
kara_healthy_04_healthy_04_IMG_20211015_121913_1-17_38_30,data/processed/final/train/images/kara_healthy_04_healthy_04_IMG_20211015_121913_1-17_38_30.jpg,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,81fe1153acb06b49d6894e62c8aa185c563bd614b83e64f6561cc25445c66081,train,2
kara_healthy_04_healthy_04_IMG_20211015_122011_4-17_38_47,data/processed/final/train/images/kara_healthy_04_healthy_04_IMG_20211015_122011_4-17_38_47.jpg,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,aabc23b3111aaf483a8059e169cdcc66c9ad6c8c1722b1fc68387a7700b489ab,train,5
kara_healthy_04_healthy_04_IMG_20211015_122106_6-21_39_23,data/processed/final/train/images/kara_healthy_04_healthy_04_IMG_20211015_122106_6-21_39_23.jpg,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,3203027edba0526846a27003d115b31463ba5a63d3963b50c16f3daacca52fd9,train,3
kara_healthy_04_healthy_04_IMG_20211015_124610_1-21_39_27,data/processed/final/train/images/kara_healthy_04_healthy_04_IMG_20211015_124610_1-21_39_27.jpg,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,c7c1bfb83643e70aead2883a479f4fd522021c0cd74ed4f377bc371305ffad2c,train,3
kara_healthy_04_healthy_04_IMG_20211015_124644_1-21_39_33,data/processed/final/train/images/kara_healthy_04_healthy_04_IMG_20211015_124644_1-21_39_33.jpg,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,dc8a5de5719d3a31a6caefb141dba04605669ac739e2839793569c3dcbbb9ddf,train,3
kara_healthy_04_healthy_04_IMG_20211015_124745_0-21_39_44,data/processed/final/train/images/kara_healthy_04_healthy_04_IMG_20211015_124745_0-21_39_44.jpg,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,767b58e48d8c4c2dc8537981f1f7a82007f58f78dfba1dc775eaa099795583eb,train,2
kara_healthy_04_healthy_04_IMG_20211015_124811_7-21_39_49,data/processed/final/train/images/kara_healthy_04_healthy_04_IMG_20211015_124811_7-21_39_49.jpg,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,be2053e9c9d095812316aa5a5208318c5a25fb5f9402e833a271fc2c84110f01,train,5
kara_healthy_04_healthy_04_IMG_20211015_125731_3-21_39_59,data/processed/final/train/images/kara_healthy_04_healthy_04_IMG_20211015_125731_3-21_39_59.jpg,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,6cd78168ee29fc618159188d5208a8057a41a0dc176fa64cb170d90bd7566cd1,train,2
kara_healthy_04_healthy_04_IMG_20211015_125812_2-21_40_5,data/processed/final/train/images/kara_healthy_04_healthy_04_IMG_20211015_125812_2-21_40_5.jpg,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,1f0b6583ca0959d68548876ad3e2740beef488e831612702d930405be7e52e85,train,1
kara_healthy_04_healthy_04_IMG_20211015_125843_0-21_40_10,data/processed/final/train/images/kara_healthy_04_healthy_04_IMG_20211015_125843_0-21_40_10.jpg,cocoa,healthy,healthy,KaraAgroAI Cocoa Dataset,healthy_02/03/04/05,9a02211980fde3273f27620139a61d26dfbcd84e7b363fdbd6ed6cc14168b82e,train,6
